name,set,image,main_type,sub_type,color_type,special_type,tribe,attribute,level,attack,defense,text
Break! Draw!,ABPF,database\images\BreakDraw.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a Machine-Type monster. When the equipped monster destroys an opponent's monster by battle and sends it to the Graveyard, draw 1 card. Destroy this card during your 3rd End Phase after activation."
Breath of Light,DL10,database\images\BreathofLight.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Destroy all face-up Rock-Type monsters on the field.
Bubble Blaster,DP1,database\images\BubbleBlaster.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can only equip this card to ""Elemental HERO Bubbleman"". Increase the ATK of the equipped monster by 800 points. If the equipped monster would be destroyed by battle, destroy this card instead, and make the Battle Damage to the controller of the equipped monster 0."
Bubble Crash,DB2,database\images\BubbleCrash.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,This card can only be activated when any player has more than 6 cards on the field and/or in their hand. The player(s) must then select and send cards to their respective Graveyards until the amount remaining on the field and their hand is 5.
Bubble Illusion,DP1,database\images\BubbleIllusion.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while there is a face-up ""Elemental HERO Bubbleman"" on your side of the field. During this turn, you can activate 1 Trap Card from your hand."
Burial from a Different Dimension,DGD1,database\images\BurialfromaDifferentDimension.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select up to 3 Monster Cards that are removed from play, and return them to their owners' Graveyards."
Burning Land,DB1,database\images\BurningLand.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Destroy all Field Spell Cards on the field. Inflict 500 points of damage to each player's Life Points during his/her Standby Phase.
Burst Stream of Destruction,AST,database\images\BurstStreamofDestruction.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while you control a face-up ""Blue-Eyes White Dragon"". Destroy all monsters your opponent controls. ""Blue-Eyes White Dragon"" cannot attack the turn you activate this card."
Byroad Sacrifice,CDIP,database\images\ByroadSacrifice.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only if a monster on your side of the field is destroyed by battle. Special Summon 1 ""Cyber Ogre"" from your hand."
Call of Darkness,CP06,database\images\CallofDarkness.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Send any monster that was Special Summoned by ""Monster Reborn"" to the Graveyard. While this card is on the field, ""Monster Reborn"" cannot be activated."
Call of the Reaper,ABPF,database\images\CalloftheReaper.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when a monster(s) is Special Summoned from your Graveyard. Select and Special Summon 1 ""Supay"" or 1 ""Fire Ant Ascator"" from your Graveyard."
Card of Sacrifice,DP10,database\images\CardofSacrifice.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Draw 2 cards, if the combined ATK of all your face-up Attack Position monsters (minimum 2) is less than the ATK of your opponent's face-up monster with the lowest ATK. You cannot Summon or change Battle Position the turn you activate this card."
Card Rotator,CSOC,database\images\CardRotator.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Send 1 card from your hand to the Graveyard. Change the battle positions of all monsters your opponent controls. (Face-down Defense Position monsters are flipped to face-up Attack Position.)
Cards of Consonance,DGD1,database\images\CardsofConsonance.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Discard 1 Dragon-Type Tuner monster with 1000 or less ATK to draw 2 cards.
Celestial Transformation,DR04,database\images\CelestialTransformation.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Special Summon 1 Fairy-Type monster from your hand. Halve the ATK of that monster and destroy it during the End Phase.
Cell Explosion Virus,CP08,database\images\CellExplosionVirus.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when an opponent's monster with an A-Counter(s) declares an attack. Destroy all Attack Position monsters your opponent controls.
Chain Detonation,CDIP,database\images\ChainDetonation.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Inflict 500 damage to your opponent. If this card was activated as Chain Link 2 or 3, add this card to the Deck and shuffle it. If this card was activated as Chain Link 4 or higher, return this card to the hand."
Chain Energy,DB1,database\images\ChainEnergy.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each player must pay 500 Life Points per card to Normal Summon, Special Summon, Set or activate cards from his/her respective hand."
Chain Healing,CDIP,database\images\ChainHealing.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Gain 500 Life Points. If this card was activated as Chain Link 2 or 3, add this card to the Deck and shuffle it. If this card was activated as Chain Link 4 or higher, return this card to the hand."
Chain Strike,CDIP,database\images\ChainStrike.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only as Chain Link 2 or higher; inflict 400 damage to your opponent times the Chain Link number of this card. You cannot activate this card if multiple cards/effects with the same name are in that Chain.
Chorus of Sanctuary,DB1,database\images\ChorusofSanctuary.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Increase the DEF of all Defense Position monsters by 500 points.
Chosen One,DB1,database\images\ChosenOne.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 card among them. If it is a Monster Card, it is Special Summoned and send the remaining 2 cards to the Graveyard. If not, send all the cards to the Graveyard"
Chthonian Alliance,DP2,database\images\ChthonianAlliance.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Increase the ATK of the equipped monster by 800 points for each other face-up monster on the field with the same name as the equipped monster.
Chthonian Blast,DR04,database\images\ChthonianBlast.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when a face-up monster on your side of the field is destroyed and sent to the Graveyard. Destroy 1 face-up monster with the lowest ATK on the field, and both players take damage equal to half of its ATK."
Chthonian Polymer,DP2,database\images\ChthonianPolymer.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when your opponent Fusion Summons a Fusion Monster. Tribute 1 monster to take control of that Fusion Monster.
Code A Ancient Ruins,CRMS,database\images\CodeAAncientRuins.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a face-up Alien monster(s) is destroyed, place 1 A-Counter on this card. Once per turn, you can remove 2 A-Counters from anywhere on the field to Special Summon 1 ""Alien"" monster from your Graveyard."
Cold Wave,DGD1,database\images\ColdWave.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card can only be activated at the start of your Main Phase 1. Until your next turn, neither player can activate or Set Spell or Trap cards, or activate their effects."
Confiscation,CP04,database\images\Confiscation.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Pay 1000 Life Points. Look at your opponent's hand, select 1 card in it and discard that card."
Confusion Chaff,DP08,database\images\ConfusionChaff.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when your opponent declares a second direct attack during the same Battle Phase. Conduct battle between the attacking monster and the first monster that attacked directly (other effects cannot be activated during this battle).
Conscription,DR04,database\images\Conscription.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Pick up the top card of your opponent's Deck. If the picked-up card can be Normal Summoned, Special Summon it to your side of the field. If not, add that card to your opponent's hand."
Contact,DP03,database\images\Contact.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Send all ""Chrysalis"" monsters you control to the Graveyard, and Special Summon 1 monster from your hand or Deck that is written in the card text of those cards."
Convert Contact,DP06,database\images\ConvertContact.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while you control no monsters. Send 1 ""Neo-Spacian"" monster from your hand and 1 from your Deck to the Graveyard. Then draw 2 cards."
Convulsion of Nature,DB2,database\images\ConvulsionofNature.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"As long as this card remains face-up on the field, both players must turn their respective Decks upside down and continue the current Duel."
Core Blast,ABPF,database\images\CoreBlast.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can only activate this card's effect while you control a face-up ""Koa'ki Meiru"" monster. Once per turn, during your Standby Phase, if your opponent controls more monsters than you do, you can destroy a number of cards your opponent controls so that your opponent will control the same number of cards as you control monsters."
Core Transport Unit,ABPF,database\images\CoreTransportUnit.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Once per turn, you can discard 1 card to add 1 ""Iron Core of Koa'ki Meiru"" from your Deck to your hand."
Corruption Cell A,CDIP,database\images\CorruptionCellA.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Place 1 A-Counter on 1 face-up monster on your opponent's side of the field.
Cost Down,DCR,database\images\CostDown.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Discard 1 card from your hand. Downgrade all Monster Cards in your hand by 2 Levels until the End Phase of the turn this card is activated.
Counter Cleaner,CDIP,database\images\CounterCleaner.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Pay 500 Life Points. Remove all counters from the field.
Counter Counter,CP07,database\images\CounterCounter.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Negate the activation of a Counter Trap Card, and destroy it."
Crystal Counter,DP07,database\images\CrystalCounter.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Send all cards in your Spell & Trap Card Zone to the Graveyard. Place as many ""Crystal Beast"" monsters as possible from your Graveyard in your Spell & Trap Card Zone, face-up, as Continuous Spell Cards. During the End Phase, destroy all face-up ""Crystal Beast"" cards you control."
Curse of the Masked Beast,DB1,database\images\CurseoftheMaskedBeast.jpg,Spell,Ritual,Nil,Nil,Nil,Nil,Nil,Nil,Nil,This card is used to Ritual Summon The Masked Beast. You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Cursed Seal of the Forbidden Spell,CP05,database\images\CursedSealoftheForbiddenSpell.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Discard 1 Spell Card. Negate the activation and the effect of a Spell Card and destroy it. Your opponent cannot activate Spell Cards with that name during the rest of this Duel.
Cyber Shadow Gardna,CDIP,database\images\CyberShadowGardna.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only during your opponent's Main Phase. After activation, Special Summon this card; it is treated as an Effect Monster Card (Machine-Type/EARTH/Level 4/ATK ?/DEF ?). (This card is still treated as a Trap Card.) If this card is selected as an attack target, the ATK and DEF of this card become the ATK and DEF of the attacking monster. This card is Set in its Spell & Trap Card Zone during your opponent's End Phase."
Cyclon Laser,DB2,database\images\CyclonLaser.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can only equip this card to ""Gradius"". Increase the ATK of ""Gradius"" by 300 points. When the equipped ""Gradius"" attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points."
D.D. Trap Hole,DR04,database\images\DDTrapHole.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when your opponent Sets 1 monster in Defense Position. Destroy and remove from play the Set monster and 1 monster on your side of the field.
Damage Condenser,DR04,database\images\DamageCondenser.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only by discarding 1 card from your hand when you take Battle Damage to your Life Points. Special Summon 1 monster from your Deck with ATK equal to or less than the Battle Damage you took, in Attack Position."
Damage Polarizer,DP04,database\images\DamagePolarizer.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when an effect that inflicts damage is activated. Negate its activation and effect, and each player draws 1 card."
Dark Deal,DR04,database\images\DarkDeal.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only by paying 1000 Life Points when your opponent activates a Normal Spell Card. The effect of the Normal Spell Card that your opponent activated at that time becomes ""Your opponent discards 1 random card from their hand""."
Dark Spirit of the Silent,DB2,database\images\DarkSpiritoftheSilent.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card can only be activated during your opponent's Battle Step. Negate the attack of 1 monster and select another 1 of your opponent's face-up monsters and have it attack. If the new targeted attacking monster is in face-up Defense Position, change it to Attack Position."
Dark World Grimoire,CP07,database\images\DarkWorldGrimoire.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During your End Phase, if you discard a Monster Card(s) to the Graveyard because you had more than 6 cards in your hand, you can Special Summon 1 of those monsters."
Dark World Lightning,CP03,database\images\DarkWorldLightning.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-down card on the field and destroy it, and after that, select 1 card from your hand and discard it."
Dark-Piercing Light,DB2,database\images\DarkPiercingLight.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Flip all face-down monsters on your opponent's side of the field face-up.
De-Synchro,5DS2,database\images\DeSynchro.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up Synchro Monster. Return it to its owner's Extra Deck. Then, if all the monsters that were used for the Synchro Summon of that monster are in your Graveyard, you can Special Summon them."
